tsUtc,sensorId,gas,reading,unit,basis,nonce,bootId,calibCertHash,clockDriftMs,sigB64,lineB3
2025-11-01T15:04:02.09Z,sensor_03,CO2,785.2027731956275,ppm,dry,565,0e139b21-d49d-45b1-9fad-3369970cde12,bdeff877b779e41d32cc5881a761cdfb8e713bec7b25cc98bf48cdbd69d6848b,-56583,TxKC5BGrF1aHXXpWlxBlqwi0/5JMEF8b4z9udPpQWkkRDmOrhoHMkQ6tIU/WF9XksJQ1EECAblnLRuMzBYL8CQ==,3e05a16beccfc30ff921fd261f6bcc1f508b707371e3b805e3ccea6a1885590e
2025-11-01T15:04:07.089Z,sensor_03,CO2,762.9953043661725,ppm,dry,566,0e139b21-d49d-45b1-9fad-3369970cde12,fe859cc843b1f1ce0760727b82ab09619319f87d2ed9bd4b0aa4c2b7203f7e99,18635,E+9BWK4RtfiwCxh5Y7pj7JDEYgkDy1x1yOcdZdgREyfdlDft2rcXx7azzMUGvT3xU9ia8uqzbps/pvp1NshyBw==,092d4a40e24fe037902ea0825ab6a37e71afd829dd0cdebb402edfff87774c72
2025-11-01T15:04:12.085Z,sensor_03,CO2,790.4267744997705,ppm,dry,567,0e139b21-d49d-45b1-9fad-3369970cde12,03c11d9c758d0f65dc13aab2318666147d6300ec7ec60327e408388817f4160c,-21984,v/2a2MFTWy61WSsUGoFC+PgSgbt9MTMDXJDD5Jyji77zt9vg8H5OT7GgIWDOQ2Y1gMyO1vJ1vVkp52My9nwLAw==,43304d4c3e5b8fe301a27ba643c2389ebf1d93be7703b8f55c9240d1d679487b
2025-11-01T15:04:17.085Z,sensor_03,CO2,785.710940918379,ppm,dry,568,0e139b21-d49d-45b1-9fad-3369970cde12,c6963ddff58f09691f147f3c84f04009088836f80b9e3f663ce1eb5d9ef7d354,102934,gqV39jO3wLTcw5Kl6A1paJVIkrOG42Lh+OJh7Opw99Iw/lspbUP+LPQeCiKtaX6mXf/EQUTEqMQzo/LxmTiIDQ==,8199b3e54efbae3b87e5ec65ba9f05fd97f79f2f2bd8eb3f4f65ca8599f83014
2025-11-01T15:04:22.09Z,sensor_03,CO2,723.6714001090241,ppm,dry,569,0e139b21-d49d-45b1-9fad-3369970cde12,78cf38dcd2c55fe575cb26fdbd0363bd5d66d7395e27b7237a5fab6b046b49c3,-96681,ofj0vGi4G03boo980vF5+7NRLGv5x6/hiT1lwGWL/X6smXAGXwfK1xORpVBZMuFlfq7ll8DICIuNFab24Nf+AA==,48a0ad9751d97e24393e5b6ef82f30a8369577470942886a3e9b44b943e5e3e7
2025-11-01T15:04:27.086Z,sensor_03,CO2,726.0800607281182,ppm,dry,570,0e139b21-d49d-45b1-9fad-3369970cde12,6a3de02864aaae16820ee56d466adc629e4267d36a60921e2c76a28ae000a2fe,-4897,gHEvFpdUKtPZH9JLE18d1ubJTpexSi7wgKFDqUhrUXidVQnihMWzAe2hRKUjarPeReITmm02EHNFYigxwtTrCg==,c6a4da126eca9e418eb5fe4f29febcec8ff431ed2740c47f7549dad2bd40ddcf
2025-11-01T15:04:32.088Z,sensor_03,CO2,770.218447170092,ppm,dry,571,0e139b21-d49d-45b1-9fad-3369970cde12,19314df50af55244dd88f507e8c5470c8d312aeceb5c93ff41de39dee0945148,-100538,YrIFq97/9HqHVJ4nyzESuzzAc47O9JrOraPl3H3Cm/F8oSH8nbGwPwI1pZQ9q4YNJ2tAMh+SFQfQPv/9RT6UAA==,a50dae618c5334f6f7fad901d7dd5b8e3e2e2d18e3eace416c47d8b5ebf87817
2025-11-01T15:04:37.09Z,sensor_03,CO2,713.0406112747075,ppm,dry,572,0e139b21-d49d-45b1-9fad-3369970cde12,af5f04b74dc13a0bdd14f61e7846d5ea35a8575b385cf6cd03bbbf2159ad89c4,-19648,hWQy3eREuNgBi15sCFdAHMGSg02aI7VX39R82ei7q0OTpGTxZk4GncWCu/6ZWbTSscSO48+aGZ8EariMx+hpBQ==,27c27690ee2b39e47fd3be9ff3166f38d366edb98a81a8b18885a7092e55c498
2025-11-01T15:04:42.089Z,sensor_03,CO2,719.042938660581,ppm,dry,573,0e139b21-d49d-45b1-9fad-3369970cde12,cc6fcaadc2dca46b92119eefff171a67e3942203928c973f77430762cc9abcf2,-103525,BTeFcsdpV2CDUCXex0O7tibg2tpSq3iXHRQ6C4v2Nnc5Oz32+e/gEnOXMh0x2nDGMiSmLcVg7+UsslicTueTCQ==,5dfb7e6f6451f7924fbcfbd4de2c1aadd72958c6e9c01f1d7f01b2e16b6120a1
2025-11-01T15:04:47.09Z,sensor_03,CO2,733.885140037048,ppm,dry,574,0e139b21-d49d-45b1-9fad-3369970cde12,515c849cf7300776b9ff8eccdd5c2efba774b94059255094d609a49c79143841,73218,hoF5B2QVbiZJSv/3PNpc+75kFpq9oBplD2sjfgakHw5EDRDzeef+F2Vddt/031n8jQ9SBspyUGNhDq8gzsI/BA==,41e1a7608b7082ca98ae193f349a44697e553123fa238b689bb0e5f65c0ab984
2025-11-01T15:04:52.09Z,sensor_03,CO2,752.0643800637524,ppm,dry,575,0e139b21-d49d-45b1-9fad-3369970cde12,a6e95583184071409b8b154dcc0d98be1f991385478d6f935c9c4417f5816a99,-115716,vr1w4VhnIKzgBT6FVEv65Vdud6Jk3HoQOTkP/eUlziTy2szzQJuR5EE8M5K4jbTxEP1bmJ1yg+5PDAA5FSyrDA==,427f3bbf07aa3a0880cf2593de538128c914787bdca63b81c4ac5233f8371500
2025-11-01T15:04:57.086Z,sensor_03,CO2,788.4803679028021,ppm,dry,576,0e139b21-d49d-45b1-9fad-3369970cde12,7cd2b26ea09e3e483131552d27844bf36ccc012d617081be0a5a2248dd51c041,-115530,NTlulT1BUgd1P1V378pRMwQQka/k2sQrPSup7Mm9Tvsyu4rhpy6VA2SZFrCnSqEjQZ/79f7QBjg0HtRK09w1BA==,094a9b7c9f8f50ceaf1c92c5cce389dacebf21768990d30055b099ccf6c1def0
2025-11-01T15:05:02.09Z,sensor_03,CO2,782.2951142891466,ppm,dry,577,0e139b21-d49d-45b1-9fad-3369970cde12,907306a2e717ef1e8ef1f82b0a4ea8bad6bcaab020fff4e53ee577cdb1ea21fd,116849,b+YgoET9lrJALA9qw21KDrUCFUvvg0MUJw574cUtofgr+IZ9cP4sn46z4RTmy5U3McWUbcC3KNKUYmbPun3nCg==,8be144c350ce87ff365ceb3561bcfba85042c02b5e9dcd6e47a0d6d5de7ebdb0
2025-11-01T15:05:07.085Z,sensor_03,CO2,788.5735453197736,ppm,dry,578,0e139b21-d49d-45b1-9fad-3369970cde12,b27ebaca747a1ba43b183377fa25ee00d3b9f0b9e31b6841aa498f2dde55f79a,51291,JlCsOmq5WNw47IItKxhxsYCoJAEJmzJ0Rw7GhompCJnT+Rhp4xvT/16/VBZrqNO5KotQNMwc1uVOl7wFLzaVBg==,da42d4ec81ac2a025650d6645fd9e1b6fc0deb138afe714acdf674525acb1772
2025-11-01T15:05:12.089Z,sensor_03,CO2,758.0943926524894,ppm,dry,579,0e139b21-d49d-45b1-9fad-3369970cde12,6a626b4ae478ed0eb3a77c34e5eca6bdb5714a7dfe6b8464ff0fdb2200e0d6ed,-105616,ZxmtF66tXkfSxnCpw2cjVnLjkq+RruE5Px8+HkrzyPir8w4lczlNPskK5Bhm3O9+6/ikUhvo3gWXFJz87Tc5CA==,def26c0ce554a86fb8b4ce99892cd4698853e29c99b300c68b549fee69ec45ca
2025-11-01T15:05:17.089Z,sensor_03,CO2,726.6563367595235,ppm,dry,580,0e139b21-d49d-45b1-9fad-3369970cde12,0949bace715c76fc9aede47e752e385099bebb6d97c58f8abe6fd27d22923045,20820,GIvH9hdW0+hFefVJRTwTS3PXK2zyLTZzGtdphqEagNuV3jzJRV4TUObLSLuyRmq0QvhERRnZua00tRBW43zlCw==,07d0736a7853f3cc103a7e607e30caede1b3ae3ba11726ae47876a5775075f00
2025-11-01T15:05:22.086Z,sensor_03,CO2,751.5861243960751,ppm,dry,581,0e139b21-d49d-45b1-9fad-3369970cde12,70306f1c2e5dd0e6ffff395fafcfc3b6701f92344138a6380763f47116318533,27753,4/gPxIohPVkbXyvPPC6tZl51UMP/4F51zSF2V+NV17+mjE/3qQDGrif41oOFfpCF+k8fIBPJC+cLN+K4P+2mBQ==,85be614bc540884967303129618709e8dfd91691a86d06e21a6720880fe05c79
2025-11-01T15:05:27.089Z,sensor_03,CO2,709.7301310049903,ppm,dry,582,0e139b21-d49d-45b1-9fad-3369970cde12,b23ae6fdbfe00d073724d801e1290b40cf8caba2d5ca948fd719daf5e1a8c4f9,-24606,jMGFjkTF9BvQPWhgv0H1iHWzDL/hSr3toPIe6haFrYUctRJl6KdfVXLZiYlxg+xXrQD12jc08WwDr9LaZ1aVBQ==,b1fffd53c00b201a0d74de8a6785c14475dff6d8a8b79809f4d8274d7ab04b77
2025-11-01T15:05:32.089Z,sensor_03,CO2,784.1336601489655,ppm,dry,583,0e139b21-d49d-45b1-9fad-3369970cde12,4b3cf8eb3f355630819847c13e07005670d41a865820931a0307f660e9e85688,111716,w4ty2jvsdWp7OjO3G28Y6vj21/FHceTDwxxpvAEP6GdSV1T8632ZxKEHEhU4n0SSYK7uimfLHUaXFkyNkkENBw==,1161a209d45c68cdfdfebff4af92df0496fa7c1b4f9eb4d272661e5fa044d091
2025-11-01T15:05:37.086Z,sensor_03,CO2,774.6239476195458,ppm,dry,584,0e139b21-d49d-45b1-9fad-3369970cde12,bd268750bfd6cce55038b843731fb9df91459a13bdddbe3b4a72ae161ec44f7f,-31224,0Iszf69qQVDkRv7Mi7QiW0m+0MM7q9WZYGjpBtponweKXXb+vci62y1nvafF98vL1LRi2Jx1DRpR/A6d0sxKCw==,d4feb3faa33090729252d63b687a05dd74b750cfc6887bad9469567e59e6f569
2025-11-01T15:05:42.088Z,sensor_03,CO2,745.0899154828851,ppm,dry,585,0e139b21-d49d-45b1-9fad-3369970cde12,35ea8011912d46e354eb8410d71b1fe3bb7e32655c09f2ff3723fe1f30b464eb,78886,ixQR9Ug3nEuon1P/z+0kaW96AUc03Awp6WOOPHEwbo7yNmInGbc4nh3lX/rdLEw7NWSNoMkIWEFhx02mq/yPCQ==,4cf1096730b07f93a56cf329c3c8c09ec088fa8b3e2bd806877d46164704f084
2025-11-01T15:05:47.089Z,sensor_03,CO2,764.169841455634,ppm,dry,586,0e139b21-d49d-45b1-9fad-3369970cde12,d5ba755a9033da48abf89c1fc6bf49534e9e7ce2a4a086bd1e0c82b7c06588a0,8184,QpcRz3O17Q5vO/0u4JXKz0AFBNuqeyqTDqmnK34VepbHG2/6RilSmlo/ng8NIe7qwq1HJHCQ/Ma+zmMtCrd3Cw==,3d5720bbfb5cb87d7d2e51faa81b85c03991b8c5b20670486be20c1148ca4392
2025-11-01T15:05:52.085Z,sensor_03,CO2,753.28026141437,ppm,dry,587,0e139b21-d49d-45b1-9fad-3369970cde12,de86359c1379c5db7e4a9aae024e68b5c19f7e830229a170266e0deacd699c43,75191,KKhy37Q/WkxH29sKTQIYnjC34QjQbLqFZ+bJe1Ad5wASTJMh7ESKekdTEjejRak3t7Cr9KXT2RTZ1ZQkePFjDw==,348127e33a704495253b88bde0c2ac13837134d448d1d99670a652f2a508def2
2025-11-01T15:05:57.089Z,sensor_03,CO2,706.7609713964965,ppm,dry,588,0e139b21-d49d-45b1-9fad-3369970cde12,e08763ab5def0ea7ffff2d971690abaeb201ec4e25c5fc3fb948e8b088e9510b,49691,rBXzx10zk+hQCvg5MVnSTg8sKCVxkF3cnsAB3p36uf/XMK7hD2aeZsGE/o9EjF/solsJ+8YYiAzQGJ5u1zOaDA==,91f87af8686eff5ea99dca04c2d8b53b8241adaf077857aed4f3bcdbc98c84ec
