tsUtc,sensorId,gas,reading,unit,basis,nonce,bootId,calibCertHash,clockDriftMs,sigB64,lineB3
2025-11-01T14:40:02.086Z,sensor_02,CO2,711.2683937020855,ppm,dry,277,c7bac922-cb70-46d3-8c24-3432e96b920b,b4188c04432ca6757b8e3f876ca300a42f7b9b3dfb92974a1235ffb360ad33ac,116878,2GYJWg3bUqoKV9N6BZwVnqir3ddDKKqXi21SbDjRYBwgTdwXWJqU+oELTNT4v7ceFl3yPPe0XvznVp3BECkbDw==,c5ab6cb898c9a970c33a6aedcb6ce79a784c1767fa7ba6dd487f4d24c761d5a1
2025-11-01T14:40:07.085Z,sensor_02,CO2,708.5084207436238,ppm,dry,278,c7bac922-cb70-46d3-8c24-3432e96b920b,81c1143bd67bd6390dd5f2f033033932c48460996445376b1ff4b21fead98395,46444,3cAtZap2HNlShJmcFmEwHQX2onUF/INyw3V93+d27LvDBUmmayjnLolFzq3mvUzXfE2vhWpW75jWZcjgV5e2Dg==,47b9a8ac35ac18b93a8d0769d489fb3c32a07fc2fca34a21cef4e85bd3ec86de
2025-11-01T14:40:12.09Z,sensor_02,CO2,757.3627479499952,ppm,dry,279,c7bac922-cb70-46d3-8c24-3432e96b920b,29e48fc6c7548189a54dacacdd0ef6681b1468fada9873485e374654be55dfff,-46222,eKYwGaTZUz/3oJHYA2cqWDtlPOr4r4RCXgRbNVTBY5XlS/TxvFPyw/YPSn/8NsuxOQAME+8njSiqMfzAPK7XBQ==,e7e7cd88f8558a42525cf4f76b52cecd5a0911090d70a690f5c758b8978eb64c
2025-11-01T14:40:17.088Z,sensor_02,CO2,751.3691867225937,ppm,dry,280,c7bac922-cb70-46d3-8c24-3432e96b920b,15ceb868e452d1e4741539f76f916604b0494ebab349d6f60af2b41d83d3dec6,-26134,YRbVP/ZNE/+coNHpuRl42UcZsrPP4mV0le6DhhsHhIWakrZTyJ5rOumuSwvYdOTCRLaKcrKczqkzR/9QX6Z8Ag==,30ca2a3aacbbd4ee342679471b20ae17433613b6bc273167bccacb3b0a78a138
2025-11-01T14:40:22.09Z,sensor_02,CO2,732.2435099831927,ppm,dry,281,c7bac922-cb70-46d3-8c24-3432e96b920b,e2ba8f62bb7e5a4d3cf5102588f3e9abc4235bf366e91c2dbdaa8f00db7d4471,-14112,VoUSxub70NW9y5yzSF2/S5wctIvwQimhfgIUKZkseNrARmL5ruQR5MkOgduscA4TJuxIrIjPADUuxumhq4dQBA==,a204d279d3cfea9ee0af93b31890c8b1852b88580bbcff0ca2fe4b247d2fa10a
2025-11-01T14:40:27.086Z,sensor_02,CO2,727.3546973564806,ppm,dry,282,c7bac922-cb70-46d3-8c24-3432e96b920b,1730225405991e29036541e23027eb8017ae0253dead8809c15a704934505f8c,-39811,4bZNig33kDJTKHQCIh3FVwIKV0EupUTPQG01ntdPoGcE7jFQtCGmRmEpqB3ln9yt/hh2QhKVWfDfK2Iae/J7Dw==,0894d4030c2938dacfea3c07c1f8a4617e94cb2abf01d3263585a4d910c16c4a
2025-11-01T14:40:32.089Z,sensor_02,CO2,712.2552264142756,ppm,dry,283,c7bac922-cb70-46d3-8c24-3432e96b920b,e75a59227f13291b29202a5cda978477f3a78f2ab62ae2963364f173a990bfb8,13219,192Q20YAlt3HIYGAlRQWYOHYfJK8smIeygZTMx9GImn6HL83+JjXA3qHi7tF2uExabNPFVgg1NfdDlmOwt21BA==,dca777886efcd6e5f3eb1f0acf9edb8eda7638bb905e4f85a37aff964ccb721c
2025-11-01T14:40:37.085Z,sensor_02,CO2,769.3120784916232,ppm,dry,284,c7bac922-cb70-46d3-8c24-3432e96b920b,b7bb7b01939e36693ce77914829edec6f266a60dd57059066dcabb679391cc98,-55794,cHz/glBXlniHs4Cowf8rLg2qHS5zdJOcs70twvleojUPT9xSHaJ8kOby/gTGfanmTL+Y3UH/QAlQb++H0GwUBw==,c3c30a7c98a65c32b08bf2594d8d24b3cf72b45cb83e44d16d5a70e1e5476fbe
2025-11-01T14:40:42.09Z,sensor_02,CO2,718.8384660288806,ppm,dry,285,c7bac922-cb70-46d3-8c24-3432e96b920b,184cfc74609754af345805d7a4c116f87250d8e3700aa58eada469fce458a785,-92541,u30Eq02TzzWd7ayQM2RoPXw+f8AWTErGgTZ9WBnbKmR8i8C+YmrJo44VXHOXsoYprd5frrS7HN0PQZmMLeJECA==,28e35886c6746a4e391aca5978caaa2a9ec7aabcee205a66f556ffc26e96e2bc
2025-11-01T14:40:47.089Z,sensor_02,CO2,720.400814876287,ppm,dry,286,c7bac922-cb70-46d3-8c24-3432e96b920b,97940931d42dab4aedc35eeb928e556f22781bba5a617df5e3815f0d983dd3ef,-89235,D1tNucgXhT9GVuWhfIClA4VolVgFONo6M09n/G8AWiu13Ttqr8/MfUqqnfgvqdH7ynzeYgjEq0R/YdKVvSZ+DQ==,1e29ac4505c0e7a9801e7336fa6300a304dc4011d279c51068c1a560ce3c8769
