tsUtc,sensorId,gas,reading,unit,basis,nonce,bootId,calibCertHash,clockDriftMs,sigB64,lineB3
2025-11-01T14:40:02.086Z,sensor_01,CO2,762.4692629370945,ppm,dry,277,1463fbb4-f23b-495d-ad22-6251c1260558,8cb950d952406b18257ab373dfae69fe0f5ad2078ee3bf2fcd578e002b4d9f81,72724,Zl30K9fSWbtEWFLk1YqFhORcr9aSGfifzIbYyQgQjanxnBlZqLyK7vOW7NZ0plikIiNLwIC7IPlIIwrRPDcDCQ==,cbb7f58a68a3b5e7fc5f55edaedef007afaae395d39e1d9ad8a063064959a45d
2025-11-01T14:40:07.085Z,sensor_01,CO2,725.6871221482546,ppm,dry,278,1463fbb4-f23b-495d-ad22-6251c1260558,661e718742d9434d8c5350969d1fc54d82d51eb6c7d31f701fa7b5934df6715c,-112555,L98l34Z1myvxrWCUPl0yR4tSxzsgqMQPsTi/AfEMoFHvR+5BFEcAIc+PghfT+qMAE74WqrZwSaQ4OvI781SgBA==,305b898e5a48071e8d3f2fe7ad909bcac00592453d7e2f9f9fc65804fb4b8913
2025-11-01T14:40:12.09Z,sensor_01,CO2,734.9293937699647,ppm,dry,279,1463fbb4-f23b-495d-ad22-6251c1260558,c01eda81ff13db62135110b5e5ce42e3fd116851475889107bd44baa1a9a9272,-92734,YfZmtYF68J3foS//dm3pUTB+4+Aa6bnFVamMNUJ3fxSqV1du4BeXDKThJWN9b+HPTJsFcBRTaWn4qQdlkzp/AA==,bde407c230d4182ec2ba1ae77ec7471622b3d06c1b9abe42f88523cacb8ec58b
2025-11-01T14:40:17.088Z,sensor_01,CO2,765.5410527978704,ppm,dry,280,1463fbb4-f23b-495d-ad22-6251c1260558,2ada8de4557df3772c7d6673fde8f0d7ba1a35b4d6d7ed853bde4cbc9633b00d,4999,O4sMPvISu+kOqXlwaKYFo6K1knJhXk3oX5OCoXKtWM5b4N8RQeiq+CNXpqUvbPJ0SEpGiBuWsYX1pyWaqaudAQ==,d574129e48e9bcddbbc8ed7180d6114fa007cc10600ebcdf413c679870b630c0
2025-11-01T14:40:22.09Z,sensor_01,CO2,756.4278047868144,ppm,dry,281,1463fbb4-f23b-495d-ad22-6251c1260558,97fbf82ea0b4a2bbec5bf6e820caca279a8a106f84cf6c9744b5a60ee9f44d86,-117871,CpY/jr3V5VpQkYW3OmYnV5sEOT0nmYmPtANQm4H3EOcbU+n0mLAPSHUgFipdM2QV9v2DrB0RHFjoG8C6mZ3HCQ==,3393349ac10214cd99c6bff084212ff753630950613131b3810863392d02a317
2025-11-01T14:40:27.086Z,sensor_01,CO2,733.5390721247278,ppm,dry,282,1463fbb4-f23b-495d-ad22-6251c1260558,c20b7fda7843e4be349336cad73da75f55a400366b714b0fbbd1ea32ff244f33,-16578,LL8wDiZC36xXxy2mDGdy401iYZ9p14qqXxXxD1yUWEE/5G3LO3jQkMuAcgaSZHOLH+yeD7fDT5fv7GNUbiy7BQ==,c15feb5e097fac53de13cbd3ac2b453bcea4982b6a4650d767a63f72ba8ffc8a
2025-11-01T14:40:32.089Z,sensor_01,CO2,786.1818976588104,ppm,dry,283,1463fbb4-f23b-495d-ad22-6251c1260558,487ac2f44c87525ba98fb753db40177177f843e825957143617aec2d83acf197,-63800,P3aiV3vrLOLr1p6fpIlBIVmTtvZa0fkz9edHpANppj5yxILRzIC0d6mmfaQt+YrlPSEc3QUzCwGMGy0Ki0oZCw==,b1c9fffcb2f5e17bc410f41b6e598812c1719d704a1a039c6f402099cb339114
2025-11-01T14:40:37.085Z,sensor_01,CO2,776.8667997943617,ppm,dry,284,1463fbb4-f23b-495d-ad22-6251c1260558,eb4abe62606e6debf6e2e5a19334f484ea0ad4e47e6877c37f525de20b793682,-71490,+zKFEdNNrU9h2p/Jq4beouxToJWJGzYTcL1+hdeYuIfptt20lsIqbFKyyt+D5/ciic3t8Ozhg9pVifHc+V8gCQ==,5bad461e0a74d6934b674974d0ff3562f8507a8ae28a890fb006552144e8a971
2025-11-01T14:40:42.09Z,sensor_01,CO2,737.0140701242728,ppm,dry,285,1463fbb4-f23b-495d-ad22-6251c1260558,58d242bbd8cd6b67aa7525b493c0d39c507ef59e055a947102f3318a75956b37,-21272,9Fv3/V3g+Qc0FOXjhRcMJMoX1vN7Ueom+mbjALaPOjlcuGGEoy4JczRi8Zt7z0vx13YkT6CRLxUFmAU/CGh2DQ==,bc1ac87a8ffc4efc8278f0da05c782ae92ae225ad90aaf9aec6b9ec8c996905e
2025-11-01T14:40:47.089Z,sensor_01,CO2,715.4421919505007,ppm,dry,286,1463fbb4-f23b-495d-ad22-6251c1260558,fc71bbc14c88d0a121d1924c0fd240889c75fa3d3ad5ca266f12bcff30e7ddff,-27803,CL9KG4Qh12T7ks6M7+7V23np8CkTpyOH2+akN3YkCHF+eXJHJC1njf438XiCsAJQFCZ+oCsLsJVt9jBY+1emAw==,c06b440323f815751e6f5bfc99adcf66b31ee5658c111f396da4fcf8edd2985c
