tsUtc,sensorId,gas,reading,unit,basis,nonce,bootId,calibCertHash,clockDriftMs,sigB64,lineB3
2025-11-01T14:38:02.089Z,sensor_02,CO2,756.221177113616,ppm,dry,253,c7bac922-cb70-46d3-8c24-3432e96b920b,f7b8d49e135339434b53d2621de3dce3ef9aea3140f95d984a5ab04235ef6eb0,42035,JWOfbtN2Ln/PQTHQfMroi2ZmQwbLGoIqirS0OGvwbu2Boml27VCWvILlVx1WGVHmJUc3XDsWWO0mldvQ6//ZDw==,ff68bd2cdd30f9d862265a27e90bc090f556d872694d1884e86cf685c9f293a5
2025-11-01T14:38:07.089Z,sensor_02,CO2,719.0412382534017,ppm,dry,254,c7bac922-cb70-46d3-8c24-3432e96b920b,84311142955934a910bbef3d8ec212b94f373320085de92fdb1c6286508f6b09,-44528,3gYzorLHHYs9z9sTek2y3kaqBhoulKGKOVNW5JaRBvTHOTjofil6hmvispvtMNmUsC1gNqg0lkQpJfinMkxMBQ==,bef9174da1672f2967466b5025fe198daf9cfd49e335e4b132d3a63c01fd05cb
2025-11-01T14:38:12.09Z,sensor_02,CO2,708.3659999593111,ppm,dry,255,c7bac922-cb70-46d3-8c24-3432e96b920b,668e80e112917840db88a9d0787b7fe4f5f693747ff9bb548d2dbd67126775a7,-83035,l6vg2bwgHHvg0MG8mSWFORIybU5gJbcFUip5n7q6hHTGZUp1SrDeg1frkFL1o+Wbjjv1wp96i5PswY3naDf5DQ==,295f63802cd597c2d1be321c9383b37d6e8d066a45104a1462c3e19dce3e63b8
2025-11-01T14:38:17.089Z,sensor_02,CO2,714.366645321669,ppm,dry,256,c7bac922-cb70-46d3-8c24-3432e96b920b,a1eebd26861a189031f33d9cd055cb34409bbf9317e8b03ec584feda85292cc2,69422,sHkpp7JG0ICRRaz6dxPrCK+ROu2yKue+4WtH4zXTe5tvWm7Ukc6i3UeShCj1ibA4F+hykc8wZM5YExjNGZhjBQ==,4ed35a460c932118d821d825f254cbec25c547e79ff9ef06b0daa30c8794efbc
2025-11-01T14:38:22.09Z,sensor_02,CO2,712.0066818403213,ppm,dry,257,c7bac922-cb70-46d3-8c24-3432e96b920b,2278076e6f8eaba54b7f8b20186464bc352167b30833d698f4419abc1858a7b7,8716,7zU3fa4wdfCMK357wP3JWAkOKRl7Jy+iwC0AXdKft8SRM9YolO/Ii6DMljZljSGI6FDE9IcknmQhbWGAJ3X5DA==,118a190c9c95901c84e82b039200bf4d9b05a1164c387a17195dc2ef417e92a8
2025-11-01T14:38:27.088Z,sensor_02,CO2,736.958742808036,ppm,dry,258,c7bac922-cb70-46d3-8c24-3432e96b920b,7f62c9d99626fe8f64f755cdb7d872bf9581a15cffd1a55c90d5f909b5ae9cb6,116012,oTZeHpN1S9sf1+KscrSL1pLDmOUQMAB2Q6+QXKP4Pf4b0owqqX746+QHP7qCsd4aXhezF0WH6yoCP1bZpSg8Dg==,9f2ca3d2e3aa634ea9b8f002fa97f083a8c7e1b6da26f74b3434ca9280cb60ce
2025-11-01T14:38:32.085Z,sensor_02,CO2,709.0893451392149,ppm,dry,259,c7bac922-cb70-46d3-8c24-3432e96b920b,08266134bc706582636ea05401e1b1b46c12f8ede3427d8f894fb8920860995d,49967,F77iLHYoH/yYVas9K3bXBlW/KJQGMetQpPp7TZJqvItJWH/QDPEtTcf30A15VqGUKMgVi0i6xaLCy6/S7tWmBg==,94e32c467153bb58a5aaf367d93afe1bd3324df00608a47a7a036f9fefc83865
2025-11-01T14:38:37.086Z,sensor_02,CO2,772.5656357084013,ppm,dry,260,c7bac922-cb70-46d3-8c24-3432e96b920b,34e5f14c67396374592df6cb3e6c5b6edfb43ee3e5cf1bb276799c24ed44c4ac,93406,H/+2sX7MjcqyCQfLFowsrwVd9UyfEeO8bZeF2B8ruJ5u/8L3PUooHX1FQ7dHHpwAGPCEcHWxxfKIcKMb0Up+Cw==,474a6a7d363cf7cad9c694980df4523c8fc2e73baa51eaef48bca3b22cbd2cc5
2025-11-01T14:38:42.085Z,sensor_02,CO2,733.9651162494646,ppm,dry,261,c7bac922-cb70-46d3-8c24-3432e96b920b,a71f452d3789b076298b1c98bfafb15e86b340781b30223c7a0a1d4f89b936dd,19167,7XzgJ+XzE9OcO0ldg1UGi+FI6TxfyhFIe79H8H7NRV+DFkcRiSbBJbNTFuROEKShpCqzJT73e3JnKxFTHULXBQ==,4e6def240e52d7326f3d49d97e5ef40fe3a1b3232fcec6734b68e763964f6a16
2025-11-01T14:38:47.085Z,sensor_02,CO2,781.6570678753344,ppm,dry,262,c7bac922-cb70-46d3-8c24-3432e96b920b,d2ae94253128cc89633b8cb02979f45daa5f513ba9b90007ec840b4984cad463,75157,1xs9DlLGltVOI0dZvaJADVCN0olP4Yx2gTQpV0z6PNCH4kY8I3TirXFcOg35ivZ8C+f/CJk3/UKNLOH3tas8AA==,11388c9f0fea0627182d068a292306b2c8b5f8a50edc16234b56793466b70072
