tsUtc,sensorId,gas,reading,unit,basis,nonce,bootId,calibCertHash,clockDriftMs,sigB64,lineB3
2025-11-01T14:26:02.089Z,sensor_01,CO2,763.1262350527302,ppm,dry,109,1463fbb4-f23b-495d-ad22-6251c1260558,fabdfe71fd59f9674e150795579a707d387025af5a5bd22e25108642add63b82,21062,7FLZob/EeQQyFtkv9/3HLcVa2w2anzNlFgijKPXDkZJjq0KQ+SPSPXhT99poT0ZB8N3zNn5FHYOeakphefooDw==,a241d7b6c95d281f21480e06f5c25398f5dfbee1cf01f1a166394ded39114d48
2025-11-01T14:26:07.085Z,sensor_01,CO2,781.1313401257985,ppm,dry,110,1463fbb4-f23b-495d-ad22-6251c1260558,f198a81d6a30cbdac25aa5e0682980b08cf690063f677168ac9d594e4250d734,92595,7B7qGovAII8w0FInJpg3ijhAQTOoUiX7WmtJFOlHtJr5fIKZTv8JadJzwEi4Fas2TDwgUrCWhJOm8PVyTz7xBw==,98b73d8dd3b45381e3df4eecf9e802461983240b794d3f90d67196ef869bba61
2025-11-01T14:26:12.09Z,sensor_01,CO2,730.9705715593467,ppm,dry,111,1463fbb4-f23b-495d-ad22-6251c1260558,1ef4c2a98459bf2b6ef462e1d926fa73ed087feb24fdf08cf8c4970634a35eab,17353,rD8g0ky35s/jqSEOj0G7+h+swKbmaNA0v7Acs/ql7hVGh/+b37PTHQUf4ea5hwHL6iEh1p13es3hjVffC0SnDA==,1946dcdaf7e764856444f3f9078b834c0ba832a5fe5479cd0fa7891bc6446d8b
2025-11-01T14:26:17.089Z,sensor_01,CO2,792.1268705406828,ppm,dry,112,1463fbb4-f23b-495d-ad22-6251c1260558,23e3ca5d8fd75311edf94d6dd3957f87d654d7c513cbe2a35272a702caef688b,33833,zVm7IuAEn1AEGbGnefCOHVdM84loxsjrzqeBBoo6NEM6TvMFn7Zpni8zzzcaCkX2qnQAEJekxbNgl22t1yBwDg==,3afbe5314d73e8167f3e60608776143fa1b583fbf4fd04a8b763c905869bdb32
2025-11-01T14:26:22.09Z,sensor_01,CO2,739.2949986002998,ppm,dry,113,1463fbb4-f23b-495d-ad22-6251c1260558,f02af222d837310758f6879278b3dccca949c20ff1d846f6e99ebb7fc63a1e0e,68078,HS1gwJDlwgsUGWbB26K5tpHRPpoeqHSvArbOb/XXZpBUEWWgRMwUNIfvGpNZcW4gnQ/mFWL1i6CgdzeReXuzDA==,dd8825a68221c40ded91c17ff06a89732fb50ba8d37895611326ccc0e8a42371
2025-11-01T14:26:27.087Z,sensor_01,CO2,711.1761911414985,ppm,dry,114,1463fbb4-f23b-495d-ad22-6251c1260558,cd3bd7e3a79f305a2921a6cb893bdee24492e162ded1a2edc3b4d1dc323aa3c2,-30949,PsCOxZetcUl7aiG74yP6/nKUcW7/T21WspBWUDtb5nIi2g337fCQ89qGs66fGtUQ2jBn9nr/PivdisJkW7QuBw==,f4fa4e22bbbc4bb3230f6c8481bc94de7acb07c072b9d85e22d0fb755dec6eb8
2025-11-01T14:26:32.089Z,sensor_01,CO2,780.5320756077766,ppm,dry,115,1463fbb4-f23b-495d-ad22-6251c1260558,cfa386f05442dfe9ecebaaf4332d2f3da6b3afb7f3d3e59193837b6641315ef2,-96059,wk902vT/HyZAWrLEMEyFdxBjbnrj46fFr5n6Pewt6R02xN/vEoveXeu4VYc1+HWIU6qheTRbwaaMZM01e7rzCw==,685ce10f32fcc24a8d7546b425c87b4400fba160c6f6d14278f6d8bb96400efc
2025-11-01T14:26:37.089Z,sensor_01,CO2,735.2433756865966,ppm,dry,116,1463fbb4-f23b-495d-ad22-6251c1260558,8ef6b5855d7128b8e7ef2fe84548f03fafd7c8e9dc4923ba72ca1fe27d6f44c0,-52430,YmFURHcGHSV1StXt6sqfj3gCkisdULuuu9wrjBt50HZA66Jt+oawQZbsALjVlUktoEGmJQEO6GRb5skgtOlfDA==,a650ed4232f5ca7757b50caa8f3606884b5c402cea0584f73b9cf948c8e4db93
2025-11-01T14:26:42.09Z,sensor_01,CO2,722.1270629464857,ppm,dry,117,1463fbb4-f23b-495d-ad22-6251c1260558,2073bcf2138c64df7e3a2a0b5ddf56a7a07d93139825bf1b8f9edf2ea1beb837,-94804,D24qeom89QYMeoiHDOPgvpBzYWDJ0Ngi6xxLsMTxYNlO+9Qj6J/v1Og2Wstjbrks7UTgDWBp9e5iF4IEoK//Dg==,c19aa5da7d81d0426ca9dc542eb9d4967e55637230fa2da25c4065279ccec73c
2025-11-01T14:26:47.086Z,sensor_01,CO2,743.0261561568714,ppm,dry,118,1463fbb4-f23b-495d-ad22-6251c1260558,1037895a496de7bcb2ecef710742149d48f347519bf0c5cced96d37721077f7b,17627,I6UEL6PWgn70ULnmeeH15qfc3PIw7e1ythwP0jqHOECDBErrhAdT1EvUnErwoz5Ncq60ph+8lLVZdyZWOs1aCQ==,0ae1c61fc9b673417967cd7fc2ce7048fb6e3aadc6caaf8090eb22741d6f6963
2025-11-01T14:26:52.086Z,sensor_01,CO2,789.4976614356328,ppm,dry,119,1463fbb4-f23b-495d-ad22-6251c1260558,e61ded9cf613f4a346e9b7b38c5c1f734da80a054b615a68b3bdecb14add0bca,81200,yUubjO6sCG6Cb+HYGFhOrn82rhAVjjIohi12sE8JnXaLw9MioCy8vl2zQ5up07ZqPNs9zLvCBxBXctJ+UffqCg==,8dc479ceb09279ac7b140eea5cb0eb6c2c0f8c10ea3801a0eaf19912a9a7c3bf
2025-11-01T14:26:57.089Z,sensor_01,CO2,724.6285369551897,ppm,dry,120,1463fbb4-f23b-495d-ad22-6251c1260558,92d0f0344e1d577431573f28759f3cf301fb0973f799c5f815cd961ef52791c1,114139,hrJkLc/DWynfX9aALx9LnPFkqcTwJhTJy+Xd4KkJyNeVTqB0BMWJqyVUudVjRkvD1aotmwf6JfHLZn6ZVuWNDg==,d0adcef256328f703a12786095a531cab7447d579bfe7e81f47c52d234685c19
2025-11-01T14:27:02.09Z,sensor_01,CO2,784.7312835026048,ppm,dry,121,1463fbb4-f23b-495d-ad22-6251c1260558,a55298c943476186f5d3e816529892442d51d43dcb86c6ce2d884bf61e48b99a,13408,kgTgdoxyV5FKoGsgL1RpREBenEFvuqRmFr1Dop88MYCgLjIauxMeBHjuALO9MTu875GBp38X6RiSY8xmGagZCQ==,c83e33cd936feadebef7c883855dfb7ee76f7604c42ab9370c92d15c45f3bede
2025-11-01T14:27:07.089Z,sensor_01,CO2,740.0376734150348,ppm,dry,122,1463fbb4-f23b-495d-ad22-6251c1260558,7ff089bc51377365f15c9ff5165e9cf0c1b160abf7a7b4c41a527267e4313171,-1020,GEFW/2cBxOaQ3wMmBfXOw6jrMMjwCC/gCr3Eqe+4cLVu+PjnECUvAsokA5YqFtHb5DQN/l0Bpy4brHe5bIwJBg==,119302bd5cc7b6b72b982281dd9dd0e33524f36318ef794113db2b208ee4a838
2025-11-01T14:27:12.086Z,sensor_01,CO2,792.7506258704587,ppm,dry,123,1463fbb4-f23b-495d-ad22-6251c1260558,fe6de1c0ecf11d7dce0f244fa6ce213daf66843de2f5e26be8133592c9b3d31e,68360,8lDZD2AoHtyQpvhq0bVAhDIDdHzQk4NPDCSRXwnrhUnHOIwraslHoTFenPPIRPhzb1f3tAzDNgPl3KinG/LODA==,ab6d0e206075a8ee83809612c11f507b2db643dfdf20db4946900c962f4af061
